GPT-BXTV,#genre#
东森财经新闻台,http://tv.tslgpt.top:5050/smart.php?id=ettvcaijing_twn&token=boxgpt
东森综合台,http://tv.tslgpt.top:5050/smart.php?id=ettvzhonghe&token=boxgpt
东森戏剧台,http://tv.tslgpt.top:5050/smart.php?id=ettvdrama&token=boxgpt
东森电影台,http://tv.tslgpt.top:5050/smart.php?id=ettvmovie&token=boxgpt
东森洋片台,http://tv.tslgpt.top:5050/smart.php?id=ettvwestern&token=boxgpt
东森幼幼台,http://tv.tslgpt.top:5050/smart.php?id=yoyo_twn&token=boxgpt
东森超视,http://tv.tslgpt.top:5050/smart.php?id=ettvsuper&token=boxgpt
TVBS HD,http://tv.tslgpt.top:5050/smart.php?id=tvbs&token=boxgpt
TVBS 新闻台,http://tv.tslgpt.top:5050/smart.php?id=tvbs_n&token=boxgpt
TVBS 欢乐台,http://tv.tslgpt.top:5050/smart.php?id=tvbshuanle_twn&token=boxgpt
民视 HD,http://tv.tslgpt.top:5050/smart.php?id=ftvhd_taiwan&token=boxgpt
民视新闻台,http://tv.tslgpt.top:5050/smart.php?id=ftvnew_taiwan&token=boxgpt
民视台湾台,http://tv.tslgpt.top:5050/smart.php?id=ftvtaiwan_twn&token=boxgpt
中天综合,http://tv.tslgpt.top:5050/smart.php?id=ctizhonghe&token=boxgpt
中天娱乐,http://tv.tslgpt.top:5050/smart.php?id=ctient&token=boxgpt
中天亚洲,http://tv.tslgpt.top:5050/smart.php?id=ctiasia_twn&token=boxgpt
中天新闻,http://tv.tslgpt.top:5050/smart.php?id=ctinews&token=boxgpt
寰宇新闻台,http://tv.tslgpt.top:5050/smart.php?id=huanyuxinwen_twn&token=boxgpt
寰宇财经台,http://tv.tslgpt.top:5050/smart.php?id=huanyutaiwan_twn&token=boxgpt
八大第一台,http://tv.tslgpt.top:5050/smart.php?id=badafirst&token=boxgpt
八大综合台,http://tv.tslgpt.top:5050/smart.php?id=badazhonghe&token=boxgpt
八大戏剧台,http://tv.tslgpt.top:5050/smart.php?id=badadrama&token=boxgpt
八大娱乐台,http://tv.tslgpt.top:5050/smart.php?id=badaentertain&token=boxgpt
纬来体育,http://tv.tslgpt.top:5050/smart.php?id=videolandsport&token=boxgpt
纬来精彩,http://tv.tslgpt.top:5050/smart.php?id=videolandspecial_twn&token=boxgpt
纬来日本,http://tv.tslgpt.top:5050/smart.php?id=videolandjapan&token=boxgpt
纬来电影,http://tv.tslgpt.top:5050/smart.php?id=videolandmovie&token=boxgpt
纬来综合,http://tv.tslgpt.top:5050/smart.php?id=videolandzonghe&token=boxgpt
纬来育乐,http://tv.tslgpt.top:5050/smart.php?id=videolandyule&token=boxgpt
爱尔达综合台,http://tv.tslgpt.top:5050/smart.php?id=eltazonghe_twn&token=boxgpt
爱尔达影剧台,http://tv.tslgpt.top:5050/smart.php?id=eltayingju_twn&token=boxgpt
爱尔达体育1台,http://tv.tslgpt.top:5050/smart.php?id=eltasport_twn&token=boxgpt
爱尔达体育2台,http://tv.tslgpt.top:5050/smart.php?id=eltasport2_twn&token=boxgpt
爱尔达体育3台,http://tv.tslgpt.top:5050/smart.php?id=eltasport3_twn&token=boxgpt
非凡新闻,http://tv.tslgpt.top:5050/smart.php?id=feifannews_twn&token=boxgpt
年代新闻,http://tv.tslgpt.top:5050/smart.php?id=niandainews_twn&token=boxgpt
龙华戏剧,http://tv.tslgpt.top:5050/smart.php?id=lunghuaxiju_twn&token=boxgpt
龙华偶像,http://tv.tslgpt.top:5050/smart.php?id=lunghuaidol_twn&token=boxgpt
龙华电影,http://tv.tslgpt.top:5050/smart.php?id=xingwei_movie&token=boxgpt
龙华洋片,http://tv.tslgpt.top:5050/smart.php?id=lunghuawestern_twn&token=boxgpt
龙华经典,http://tv.tslgpt.top:5050/smart.php?id=lunghuajingdian_twn&token=boxgpt
靖天国际,http://tv.tslgpt.top:5050/smart.php?id=jingtianintl_twn&token=boxgpt
靖天卡通,http://tv.tslgpt.top:5050/smart.php?id=jingtiancartoon_twn&token=boxgpt
大愛電視,http://tv.tslgpt.top:5050/smart.php?id=daai_twn&token=boxgpt
大愛二台,http://tv.tslgpt.top:5050/smart.php?id=daai2_twn&token=boxgpt
EYE 旅游台,http://tv.tslgpt.top:5050/smart.php?id=eyetvtravel_twn&token=boxgpt
EYE 戏剧台,http://tv.tslgpt.top:5050/smart.php?id=eyetvxiju_twn&token=boxgpt
亚洲美食,http://tv.tslgpt.top:5050/smart.php?id=afc_twn&token=boxgpt
美食星球,http://tv.tslgpt.top:5050/smart.php?id=foodplanet_twn&token=boxgpt
TLC旅遊生活,http://tv.tslgpt.top:5050/smart.php?id=tlc_twn&token=boxgpt
亚洲旅游台,http://tv.tslgpt.top:5050/smart.php?id=asiatravel_twn&token=boxgpt
Arirang,http://tv.tslgpt.top:5050/smart.php?id=arirang_twn&token=boxgpt
AXN Taiwan,http://tv.tslgpt.top:5050/smart.php?id=axn_twn&token=boxgpt
MTV Live,http://tv.tslgpt.top:5050/smart.php?id=mtvhd_twn&token=boxgpt
HBO_HD,http://tv.tslgpt.top:5050/smart.php?id=hbohd_twn&token=boxgpt
HBO_HITS,http://tv.tslgpt.top:5050/smart.php?id=hbohit_twn&token=boxgpt
CINEMAX,http://tv.tslgpt.top:5050/smart.php?id=cinemax_twn&token=boxgpt
好萊塢電影台,http://tv.tslgpt.top:5050/smart.php?id=hollywoodmovies_twn&token=boxgpt
卫视电影台,http://tv.tslgpt.top:5050/smart.php?id=weishimovie_twn&token=boxgpt
龙祥时代,http://tv.tslgpt.top:5050/smart.php?id=lungxiangtime_twn&token=boxgpt
美亚电影,http://tv.tslgpt.top:5050/smart.php?id=meiyamovie_twn&token=boxgpt
華藝綜合,http://tv.tslgpt.top:5050/smart.php?id=weishichinese_twn&token=boxgpt
博斯运动一台,http://tv.tslgpt.top:5050/smart.php?id=bosisport1_twn&token=boxgpt
博斯运动二台,http://tv.tslgpt.top:5050/smart.php?id=bosisport2_twn&token=boxgpt
博斯高球一台,http://tv.tslgpt.top:5050/smart.php?id=bosigolf1_twn&token=boxgpt
博斯高球二台,http://tv.tslgpt.top:5050/smart.php?id=bosigolf2_twn&token=boxgpt
博斯网球台,http://tv.tslgpt.top:5050/smart.php?id=bositennis_twn&token=boxgpt
博斯无限台,http://tv.tslgpt.top:5050/smart.php?id=bosiunlimited_twn&token=boxgpt
好消息 2,http://tv.tslgpt.top:5050/smart.php?id=good2_twn&token=boxgpt
GPT-央视,#genre#
CCTV-1 综合,http://tv.tslgpt.top:5050/smart.php?id=cctv1&token=boxgpt
CCTV-2 财经,http://tv.tslgpt.top:5050/smart.php?id=cctv2&token=boxgpt
CCTV-3 综艺,http://tv.tslgpt.top:5050/smart.php?id=cctv3&token=boxgpt
CCTV-4 中文国际,http://tv.tslgpt.top:5050/smart.php?id=Cctv4&token=boxgpt
CCTV-4 中文国际,http://tv.tslgpt.top:5050/smart.php?id=cctv4&token=boxgpt
CCTV-5 体育,http://tv.tslgpt.top:5050/smart.php?id=cctv5&token=boxgpt
CCTV-6 电影,http://tv.tslgpt.top:5050/smart.php?id=cctv6&token=boxgpt
CCTV-7 国防军事,http://tv.tslgpt.top:5050/smart.php?id=cctv7&token=boxgpt
CCTV-8 电视剧,http://tv.tslgpt.top:5050/smart.php?id=cctv8hd&token=boxgpt
CCTV-9 记录,http://tv.tslgpt.top:5050/smart.php?id=cctv9hd&token=boxgpt
CCTV-10 科教,http://tv.tslgpt.top:5050/smart.php?id=cctv10hd&token=boxgpt
CCTV-11 戏曲,http://tv.tslgpt.top:5050/smart.php?id=cctv11&token=boxgpt
CCTV-12 社会与法,http://tv.tslgpt.top:5050/smart.php?id=cctv12&token=boxgpt
CCTV-13 新闻,http://tv.tslgpt.top:5050/smart.php?id=cctv13&token=boxgpt
CCTV-14 少儿,http://tv.tslgpt.top:5050/smart.php?id=cctv14&token=boxgpt
CCTV-15 音乐,http://tv.tslgpt.top:5050/smart.php?id=cctv15&token=boxgpt
CCTV-16 奥林匹克,http://tv.tslgpt.top:5050/smart.php?id=cctv16&token=boxgpt
CCTV-17 农业农村,http://tv.tslgpt.top:5050/smart.php?id=cctv17&token=boxgpt
CCTV-5+ 体育赛事,http://tv.tslgpt.top:5050/smart.php?id=cctv5plus&token=boxgpt
GPT-卫视,#genre#
湖南卫视,http://tv.tslgpt.top:5050/smart.php?id=hunan_twn&token=boxgpt
浙江卫视,http://tv.tslgpt.top:5050/smart.php?id=zhejiang_twn&token=boxgpt
江苏卫视,http://tv.tslgpt.top:5050/smart.php?id=jiangsu_twn&token=boxgpt
东方卫视,http://tv.tslgpt.top:5050/smart.php?id=dongfangweishi_twn&token=boxgpt
北京卫视,http://tv.tslgpt.top:5050/smart.php?id=beijing&token=boxgpt
深圳卫视,http://tv.tslgpt.top:5050/smart.php?id=shenzhen&token=boxgpt
广东卫视,http://tv.tslgpt.top:5050/smart.php?id=guangdongweishi_twn&token=boxgpt
大湾区卫视,http://tv.tslgpt.top:5050/smart.php?id=nanfang_twn&token=boxgpt
珠江台,http://tv.tslgpt.top:5050/smart.php?id=zhujiang&token=boxgpt
东南卫视,http://tv.tslgpt.top:5050/smart.php?id=fujian&token=boxgpt
广西卫视,http://tv.tslgpt.top:5050/smart.php?id=guangxi&token=boxgpt
湖北卫视,http://tv.tslgpt.top:5050/smart.php?id=hubei&token=boxgpt
四川卫视,http://tv.tslgpt.top:5050/smart.php?id=sichuan_twn&token=boxgpt
CGTN,http://tv.tslgpt.top:5050/smart.php?id=CGTN&token=boxgpt
GPT-电影,#genre#
CCTV-6,http://tv.tslgpt.top:5050/smart.php?id=cctv6&token=boxgpt
AXN Taiwan,http://tv.tslgpt.top:5050/smart.php?id=axn_twn&token=boxgpt
HBO_HD,http://tv.tslgpt.top:5050/smart.php?id=hbohd_twn&token=boxgpt
HBO_HITS,http://tv.tslgpt.top:5050/smart.php?id=hbohit_twn&token=boxgpt
CINEMAX,http://tv.tslgpt.top:5050/smart.php?id=cinemax_twn&token=boxgpt
好萊塢電影台,http://tv.tslgpt.top:5050/smart.php?id=hollywoodmovies_twn&token=boxgpt
东森电影,http://tv.tslgpt.top:5050/smart.php?id=ettvmovie&token=boxgpt
东森洋片,http://tv.tslgpt.top:5050/smart.php?id=ettvwestern&token=boxgpt
龙华电影,http://tv.tslgpt.top:5050/smart.php?id=xingwei_movie&token=boxgpt
龙华洋片,http://tv.tslgpt.top:5050/smart.php?id=lunghuawestern_twn&token=boxgpt
龙祥时代,http://tv.tslgpt.top:5050/smart.php?id=lungxiangtime_twn&token=boxgpt
美亚电影,http://tv.tslgpt.top:5050/smart.php?id=meiyamovie_twn&token=boxgpt
卫视电影台,http://tv.tslgpt.top:5050/smart.php?id=weishimovie_twn&token=boxgpt
天映频道,http://tv.tslgpt.top:5050/smart.php?id=Celestial&token=boxgpt
天映频道,http://tv.tslgpt.top:5050/smart.php?id=Celestialindo&token=boxgpt
天映经典,http://tv.tslgpt.top:5050/smart.php?id=Celestial2&token=boxgpt
Animax,http://tv.tslgpt.top:5050/smart.php?id=Animax&token=boxgpt
Movies Now HD,http://tv.tslgpt.top:5050/smart.php?id=moviesnow_raj&token=boxgpt
Star Movies HD,http://tv.tslgpt.top:5050/smart.php?id=starmovies_raj&token=boxgpt
Hits,http://tv.tslgpt.top:5050/smart.php?id=Hits&token=boxgpt
Warner TV,http://tv.tslgpt.top:5050/smart.php?id=WarnerTV&token=boxgpt
HBO HD,http://tv.tslgpt.top:5050/smart.php?id=Hbo&token=boxgpt
HBO Signature,http://tv.tslgpt.top:5050/smart.php?id=Hbosignature&token=boxgpt
HBO Family,http://tv.tslgpt.top:5050/smart.php?id=Hbofamily&token=boxgpt
HBO Hits,http://tv.tslgpt.top:5050/smart.php?id=Hbohitshd&token=boxgpt
Cinemax,http://tv.tslgpt.top:5050/smart.php?id=Cinemax&token=boxgpt
Dreamworks,http://tv.tslgpt.top:5050/smart.php?id=Dreamworks&token=boxgpt
SCM,http://tv.tslgpt.top:5050/smart.php?id=Weishimovie&token=boxgpt
Thrill,http://tv.tslgpt.top:5050/smart.php?id=Thrill&token=boxgpt
Hits Movie,http://tv.tslgpt.top:5050/smart.php?id=Hitsmovie&token=boxgpt
One,http://tv.tslgpt.top:5050/smart.php?id=One&token=boxgpt
tvN Movie,http://tv.tslgpt.top:5050/smart.php?id=Tvnmovie&token=boxgpt
Axn HD,http://tv.tslgpt.top:5050/smart.php?id=Axn&token=boxgpt
Paramount Network,http://tv.tslgpt.top:5050/smart.php?id=Paramountnetwork&token=boxgpt
Astrol Kplus,http://tv.tslgpt.top:5050/smart.php?id=Kplus&token=boxgpt
Rock Actions,http://tv.tslgpt.top:5050/smart.php?id=Rockaction&token=boxgpt
Rock Entertainment,http://tv.tslgpt.top:5050/smart.php?id=Rockentertain&token=boxgpt
GPT-记录,#genre#
Natgeo_HD,http://tv.tslgpt.top:5050/smart.php?id=natgeohd_twn&token=boxgpt
NatGeo_Wild HD,http://tv.tslgpt.top:5050/smart.php?id=natgeowild_twn&token=boxgpt
Animal_Planet,http://tv.tslgpt.top:5050/smart.php?id=animalplanet_twn&token=boxgpt
Discovery Asia,http://tv.tslgpt.top:5050/smart.php?id=discoverytwn_twn&token=boxgpt
CI,http://tv.tslgpt.top:5050/smart.php?id=ci_twn&token=boxgpt
Asia Travel,http://tv.tslgpt.top:5050/smart.php?id=asiatravel_twn&token=boxgpt
Discovery HD,http://tv.tslgpt.top:5050/smart.php?id=discoveryhd_twn&token=boxgpt
亚洲美食,http://tv.tslgpt.top:5050/smart.php?id=afc_twn&token=boxgpt
美食星球,http://tv.tslgpt.top:5050/smart.php?id=foodplanet_twn&token=boxgpt
亚洲TLC,http://tv.tslgpt.top:5050/smart.php?id=tlc_twn&token=boxgpt
NatGeo HD,http://tv.tslgpt.top:5050/smart.php?id=Natgeo&token=boxgpt
Fashion TV,http://tv.tslgpt.top:5050/smart.php?id=fashiontv_twn&token=boxgpt
History,http://tv.tslgpt.top:5050/smart.php?id=History&token=boxgpt
BBC Earth HD,http://tv.tslgpt.top:5050/smart.php?id=bbcearth_twn&token=boxgpt
BBC Earth Lifestyle,http://tv.tslgpt.top:5050/smart.php?id=bbclifestyle_twn&token=boxgpt
MTV Live,http://tv.tslgpt.top:5050/smart.php?id=mtvhd_twn&token=boxgpt
NatGeo Wild HD,http://tv.tslgpt.top:5050/smart.php?id=Natgeowild&token=boxgpt
Animal Planet (Eng),http://tv.tslgpt.top:5050/smart.php?id=AnimalPlanet&token=boxgpt
TLC,http://tv.tslgpt.top:5050/smart.php?id=Tlc&token=boxgpt
Foodnetwork Hd,http://tv.tslgpt.top:5050/smart.php?id=Foodnetwork&token=boxgpt
HGTV,http://tv.tslgpt.top:5050/smart.php?id=HGTV&token=boxgpt
亚洲旅游台,http://tv.tslgpt.top:5050/smart.php?id=asiatravel_twn&token=boxgpt
GPT-新闻,#genre#
Skynews,http://tv.tslgpt.top:5050/smart.php?id=skynews_twn&token=boxgpt
ABC News,http://tv.tslgpt.top:5050/smart.php?id=abcnews_glo&token=boxgpt
东森财经新闻,http://tv.tslgpt.top:5050/smart.php?id=ettvcaijing_twn&token=boxgpt
CBS HD,http://tv.tslgpt.top:5050/smart.php?id=cbshd_glo&token=boxgpt
CBSN HD,http://tv.tslgpt.top:5050/smart.php?id=cbsn_glo&token=boxgpt
France 24,http://tv.tslgpt.top:5050/smart.php?id=france24_twn&token=boxgpt
DW (Deutsch),http://tv.tslgpt.top:5050/smart.php?id=dw_twn&token=boxgpt
NHK World,http://tv.tslgpt.top:5050/smart.php?id=nhkworld_japan&token=boxgpt
Fox News,http://tv.tslgpt.top:5050/smart.php?id=foxnews_twn&token=boxgpt
CGTN,http://tv.tslgpt.top:5050/smart.php?id=CGTN&token=boxgpt
CNN International,http://tv.tslgpt.top:5050/smart.php?id=Cnn&token=boxgpt
CNN backup,http://tv.tslgpt.top:5050/smart.php?id=cnn_twn&token=boxgpt
CNBC,http://tv.tslgpt.top:5050/smart.php?id=cnbc_twn&token=boxgpt
CNA,http://tv.tslgpt.top:5050/smart.php?id=cna&token=boxgpt
BBC World News,http://tv.tslgpt.top:5050/smart.php?id=bbcnews_twn&token=boxgpt
BBC World News,http://tv.tslgpt.top:5050/smart.php?id=Bbcnews&token=boxgpt
Bloomberg News,http://tv.tslgpt.top:5050/smart.php?id=bloomberg_twn&token=boxgpt
Al-Jazeera,http://tv.tslgpt.top:5050/smart.php?id=aljazeera_twn&token=boxgpt
GPT-儿童,#genre#
Baby TV Eng,http://tv.tslgpt.top:5050/smart.php?id=Babytv&token=boxgpt
CBeebies,http://tv.tslgpt.top:5050/smart.php?id=Cbeebies&token=boxgpt
Kids TV,http://tv.tslgpt.top:5050/smart.php?id=KidsTV&token=boxgpt
Momo TV,http://tv.tslgpt.top:5050/smart.php?id=momo1_twn&token=boxgpt
Animax,http://tv.tslgpt.top:5050/smart.php?id=Animax&token=boxgpt
Baby TV,http://tv.tslgpt.top:5050/smart.php?id=babytv_twn&token=boxgpt
MiaoMi,http://tv.tslgpt.top:5050/smart.php?id=MiaoMi&token=boxgpt
靖天卡通,http://tv.tslgpt.top:5050/smart.php?id=jingtiancartoon_twn&token=boxgpt
东森幼幼,http://tv.tslgpt.top:5050/smart.php?id=yoyo_twn&token=boxgpt
Cartoon Network,http://tv.tslgpt.top:5050/smart.php?id=Cn&token=boxgpt
Nickelodeon,http://tv.tslgpt.top:5050/smart.php?id=Nickelodeon&token=boxgpt
Nick Jr,http://tv.tslgpt.top:5050/smart.php?id=Nickjr&token=boxgpt
GPT-体育,#genre#
Astro Premier League 1,http://tv.tslgpt.top:5050/smart.php?id=go_assp1&token=boxgpt
Astro EPL 1 backup,http://tv.tslgpt.top:5050/smart.php?id=go_assp1x&token=boxgpt
Astro Premier League 2,http://tv.tslgpt.top:5050/smart.php?id=go_assp2&token=boxgpt
Astro Grandstand,http://tv.tslgpt.top:5050/smart.php?id=go_assp3&token=boxgpt
Astro Football,http://tv.tslgpt.top:5050/smart.php?id=go_assp4&token=boxgpt
Astro Sports Plus,http://tv.tslgpt.top:5050/smart.php?id=go_sportsplus&token=boxgpt
Astro Badminton 1,http://tv.tslgpt.top:5050/smart.php?id=go_badminton1&token=boxgpt
Astro Badminton 2,http://tv.tslgpt.top:5050/smart.php?id=go_badminton2&token=boxgpt
Astro W-Sports,http://tv.tslgpt.top:5050/smart.php?id=go_assp5&token=boxgpt
Supersports 1,http://tv.tslgpt.top:5050/smart.php?id=Assp1&token=boxgpt
Supersports 2,http://tv.tslgpt.top:5050/smart.php?id=Assp2&token=boxgpt
Supersports 3,http://tv.tslgpt.top:5050/smart.php?id=Assp3&token=boxgpt
Supersports 4,http://tv.tslgpt.top:5050/smart.php?id=Assp4&token=boxgpt
WWE,http://tv.tslgpt.top:5050/smart.php?id=Wwe&token=boxgpt
Fight Sports,http://tv.tslgpt.top:5050/smart.php?id=Fs&token=boxgpt
NBA TV,http://tv.tslgpt.top:5050/smart.php?id=Nba&token=boxgpt
Astro Cricket,http://tv.tslgpt.top:5050/smart.php?id=Acricket&token=boxgpt
Astro Golf,http://tv.tslgpt.top:5050/smart.php?id=Agolf&token=boxgpt
Tnt Sports 1,http://tv.tslgpt.top:5050/smart.php?id=6fac0aaead&token=boxgpt
TNT Sports 2,http://tv.tslgpt.top:5050/smart.php?id=d9a76a79cc&token=boxgpt
TNT Sports 3,http://tv.tslgpt.top:5050/smart.php?id=5fea4d73db&token=boxgpt
TNT Sports 4,http://tv.tslgpt.top:5050/smart.php?id=tntsport4&token=boxgpt
Sony Ten 1,http://tv.tslgpt.top:5050/smart.php?id=ten1_raj&token=boxgpt
Sony Ten 2,http://tv.tslgpt.top:5050/smart.php?id=ten2_raj&token=boxgpt
Sony Ten 3,http://tv.tslgpt.top:5050/smart.php?id=ten3_raj&token=boxgpt
SPOTV 1 HD,http://tv.tslgpt.top:5050/smart.php?id=go_spotv&token=boxgpt
SPO TV 2,http://tv.tslgpt.top:5050/smart.php?id=go_spotv2&token=boxgpt
Skysports F1,http://tv.tslgpt.top:5050/smart.php?id=tiankongf1&token=boxgpt
Skysports Cricket,http://tv.tslgpt.top:5050/smart.php?id=tiankongcricket&token=boxgpt
Skysports EPL,http://tv.tslgpt.top:5050/smart.php?id=tiankongepl&token=boxgpt
Skysports Main Event,http://tv.tslgpt.top:5050/smart.php?id=tiankongmain&token=boxgpt
Skysports News,http://tv.tslgpt.top:5050/smart.php?id=tiankongnews&token=boxgpt
Skysports Mix,http://tv.tslgpt.top:5050/smart.php?id=tiankongmix&token=boxgpt
CCTV-5 体育频道,http://tv.tslgpt.top:5050/smart.php?id=cctv5&token=boxgpt
CCTV-5+ 体育赛事 HD,http://tv.tslgpt.top:5050/smart.php?id=cctv5plus&token=boxgpt
爱尔达体育2台,http://tv.tslgpt.top:5050/smart.php?id=eltasport2_twn&token=boxgpt
爱尔达体育3台,http://tv.tslgpt.top:5050/smart.php?id=eltasport3_twn&token=boxgpt
Rugby Pass TV,http://tv.tslgpt.top:5050/smart.php?id=Rugbypasstv&token=boxgpt
RTM Sports HD,http://tv.tslgpt.top:5050/smart.php?id=Rtmsport&token=boxgpt
Arena,http://tv.tslgpt.top:5050/smart.php?id=Arena&token=boxgpt
Arena 2,http://tv.tslgpt.top:5050/smart.php?id=Arena2&token=boxgpt
BolaArena 1,http://tv.tslgpt.top:5050/smart.php?id=Bolaarena1&token=boxgpt
BolaArena 2,http://tv.tslgpt.top:5050/smart.php?id=Bolaarena2&token=boxgpt
Astro Beinsports 1,http://tv.tslgpt.top:5050/smart.php?id=Astrobein1&token=boxgpt
Astro Beinsports 2,http://tv.tslgpt.top:5050/smart.php?id=Astrobein2&token=boxgpt
Astro Beinsports 3,http://tv.tslgpt.top:5050/smart.php?id=Astrobein3&token=boxgpt
GPT-新加坡,#genre#
Channel 5,http://tv.tslgpt.top:5050/smart.php?id=Channel5HD&token=boxgpt
Channel 8,http://tv.tslgpt.top:5050/smart.php?id=Channel8HD&token=boxgpt
Suria,http://tv.tslgpt.top:5050/smart.php?id=Suria&token=boxgpt
Channel U,http://tv.tslgpt.top:5050/smart.php?id=ChannelU&token=boxgpt
Vasantham,http://tv.tslgpt.top:5050/smart.php?id=Vasantham&token=boxgpt
CNA,http://tv.tslgpt.top:5050/smart.php?id=cna&token=boxgpt
CNA backup,http://tv.tslgpt.top:5050/smart.php?id=cna_twn&token=boxgpt
MeWatch Ch 5,http://tv.tslgpt.top:5050/smart.php?id=Mewatch_ch5&token=boxgpt
MeWatch Ch 8,http://tv.tslgpt.top:5050/smart.php?id=Mewatch_ch8&token=boxgpt
MeWatch Ch U,http://tv.tslgpt.top:5050/smart.php?id=Mewatch_chU&token=boxgpt
MeWatch Suria,http://tv.tslgpt.top:5050/smart.php?id=Mewatch_Suria&token=boxgpt
MeWatch Vasantham,http://tv.tslgpt.top:5050/smart.php?id=Mewatch_Vasantham&token=boxgpt
MeWatch CNA,http://tv.tslgpt.top:5050/smart.php?id=Mewatch_cna&token=boxgpt
GPT-马来西亚,#genre#
TV1,http://tv.tslgpt.top:5050/smart.php?id=TV1&token=boxgpt
TV1 backup,http://tv.tslgpt.top:5050/smart.php?id=TV1_backup&token=boxgpt
TV2,http://tv.tslgpt.top:5050/smart.php?id=TV2&token=boxgpt
TV3,http://tv.tslgpt.top:5050/smart.php?id=TV3&token=boxgpt
TV3 SD,http://tv.tslgpt.top:5050/smart.php?id=TV3_mega&token=boxgpt
NTV7,http://tv.tslgpt.top:5050/smart.php?id=NTV7&token=boxgpt
TV8,http://tv.tslgpt.top:5050/smart.php?id=TV8&token=boxgpt
TV9,http://tv.tslgpt.top:5050/smart.php?id=TV9&token=boxgpt
Ria,http://tv.tslgpt.top:5050/smart.php?id=Ria-0&token=boxgpt
Ria-3,http://tv.tslgpt.top:5050/smart.php?id=Ria_backup&token=boxgpt
Al-Hijrah,http://tv.tslgpt.top:5050/smart.php?id=Alhijrah&token=boxgpt
Al-Hijrah backup,http://tv.tslgpt.top:5050/smart.php?id=Alhijrah_backup&token=boxgpt
Awani,http://tv.tslgpt.top:5050/smart.php?id=Awani&token=boxgpt
Bernama,http://tv.tslgpt.top:5050/smart.php?id=Bernama&token=boxgpt
Prima,http://tv.tslgpt.top:5050/smart.php?id=Prima-0&token=boxgpt
Prima backup,http://tv.tslgpt.top:5050/smart.php?id=AAprima1&token=boxgpt
Prima backup 2,http://tv.tslgpt.top:5050/smart.php?id=AAprima&token=boxgpt
Ceria,http://tv.tslgpt.top:5050/smart.php?id=Ceria&token=boxgpt
